(27795, 'pending', 2024, 3, 31, 23, 'Danforth Village')
(26058, 'not found', 2012, 4, 26, 4, 'Liberty Village')
(31128, 'found', 2012, 11, 26, 4, 'Cabbagetown')
(24193, 'not found', 2012, 11, 26, 1, 'Roncesvalles')
(2876, 'found', 2012, 12, 26, 1, 'St. Lawrence Market')
(14264, 'not found', 2012, 5, 26, 0, 'Distillery District')
(6915, 'found', 2012, 11, 26, 0, 'High Park')
(7572, 'pending', 2012, 5, 26, 0, 'St. Lawrence Market')
(1041, 'found', 2012, 12, 25, 23, 'The Beaches')
(21285, 'found', 2012, 7, 25, 23, 'Scarborough Bluffs')
(35656, 'pending', 2012, 10, 25, 23, 'High Park')
(42804, 'not found', 2012, 5, 25, 23, 'Leslieville')
(49455, 'found', 2012, 10, 25, 23, 'Little Italy')
(15205, 'pending', 2012, 7, 25, 22, 'Scarborough Bluffs')
(23486, 'pending', 2012, 5, 25, 21, 'Roncesvalles')
(37055, 'pending', 2012, 7, 25, 21, 'Leslieville')
(27778, 'not found', 2012, 8, 25, 20, 'Leslieville')
(29993, 'pending', 2012, 5, 25, 19, 'St. Lawrence Market')
(23657, 'found', 2012, 1, 25, 19, 'Kensington Market')
(19848, 'pending', 2012, 6, 25, 19, 'Danforth Village')
(12764, 'pending', 2012, 8, 25, 19, 'St. Lawrence Market')
(10013, 'found', 2012, 1, 25, 18, 'Cabbagetown')
(2387, 'pending', 2012, 6, 25, 18, 'Little Italy')
(21584, 'pending', 2012, 4, 25, 18, 'The Beaches')
(18427, 'found', 2012, 9, 25, 18, 'The Annex')
(11950, 'found', 2012, 1, 25, 17, 'Scarborough Bluffs')
(23233, 'found', 2012, 7, 25, 17, 'Roncesvalles')
(48780, 'found', 2012, 4, 25, 17, 'Roncesvalles')
(7294, 'not found', 2012, 6, 25, 16, 'The Annex')
(22172, 'found', 2012, 7, 25, 16, 'Bloor West Village')
(34302, 'pending', 2012, 8, 25, 15, 'The Beaches')
(22470, 'not found', 2012, 9, 25, 15, 'Cabbagetown')
(18128, 'found', 2012, 1, 25, 14, 'St. Lawrence Market')
(8740, 'found', 2012, 6, 25, 14, 'Rosedale')
(24897, 'found', 2012, 3, 25, 13, 'Leslieville')
(39110, 'pending', 2012, 10, 25, 12, 'Chinatown')
(35369, 'pending', 2012, 4, 25, 11, 'The Beaches')
(43890, 'found', 2012, 1, 25, 11, 'Queen West')
(31795, 'not found', 2012, 12, 25, 11, 'Church and Wellesley')
(19218, 'found', 2012, 7, 25, 11, 'Distillery District')
(19315, 'pending', 2012, 2, 25, 11, 'Scarborough Bluffs')
(5116, 'found', 2012, 6, 25, 11, 'Parkdale')
(13756, 'pending', 2012, 2, 25, 10, 'Yorkville')
(23118, 'found', 2012, 10, 25, 10, 'Little Italy')
(23821, 'pending', 2012, 12, 25, 10, 'Parkdale')
(40015, 'found', 2012, 6, 25, 9, 'Bloor West Village')
(47860, 'pending', 2012, 2, 25, 9, 'Danforth Village')
(27093, 'found', 2012, 4, 25, 8, 'The Beaches')
(26974, 'not found', 2012, 8, 25, 7, 'Church and Wellesley')
(45813, 'found', 2012, 12, 25, 7, 'Scarborough Bluffs')
(38873, 'found', 2012, 12, 25, 7, 'St. Lawrence Market')
(9258, 'pending', 2012, 2, 25, 7, 'High Park')
(444, 'pending', 2012, 10, 25, 6, 'Church and Wellesley')
(26383, 'found', 2012, 2, 25, 6, 'Cabbagetown')
(23741, 'not found', 2012, 7, 25, 6, 'Rosedale')
(24239, 'found', 2012, 10, 25, 6, 'Kensington Market')
(48521, 'not found', 2012, 9, 25, 6, 'Kensington Market')
(37001, 'pending', 2012, 6, 25, 5, 'Chinatown')
(40004, 'found', 2012, 5, 25, 4, 'Kensington Market')
(47550, 'found', 2012, 5, 25, 4, 'St. Lawrence Market')
(4886, 'found', 2012, 6, 25, 4, 'Kensington Market')
(16863, 'not found', 2012, 11, 25, 4, 'Church and Wellesley')
(47289, 'pending', 2012, 6, 25, 3, 'Cabbagetown')
(33472, 'found', 2012, 12, 25, 3, 'High Park')
(49344, 'found', 2012, 12, 25, 2, 'Chinatown')
(42573, 'found', 2012, 3, 25, 2, 'Church and Wellesley')
(15505, 'found', 2012, 2, 25, 2, 'Leslieville')
(4819, 'not found', 2012, 8, 25, 2, 'Little Italy')
(6561, 'not found', 2012, 6, 25, 1, 'Rosedale')
(23040, 'not found', 2012, 11, 25, 0, 'Kensington Market')
(23602, 'found', 2012, 5, 25, 0, 'Scarborough Bluffs')
(26136, 'not found', 2012, 7, 25, 0, 'Rosedale')
(1311, 'not found', 2012, 7, 24, 23, 'Scarborough Bluffs')
(3000, 'found', 2012, 3, 24, 23, 'Distillery District')
(11606, 'pending', 2012, 11, 24, 23, 'St. Lawrence Market')
(18576, 'not found', 2012, 11, 24, 21, 'The Beaches')
(24391, 'not found', 2012, 3, 24, 21, 'High Park')
(26291, 'found', 2012, 10, 24, 20, 'Danforth Village')
(39081, 'found', 2012, 2, 24, 19, 'Yorkville')
(5525, 'not found', 2012, 8, 24, 19, 'Leslieville')
(166, 'not found', 2012, 9, 24, 17, 'Queen West')
(14748, 'not found', 2012, 1, 24, 17, 'Rosedale')
(31669, 'found', 2012, 9, 24, 17, 'Danforth Village')
(48729, 'found', 2012, 10, 24, 16, 'Chinatown')
(34566, 'found', 2012, 6, 24, 16, 'Parkdale')
(9081, 'found', 2012, 11, 24, 16, 'The Beaches')
(34586, 'found', 2012, 5, 24, 15, 'Scarborough Bluffs')
(40242, 'found', 2012, 5, 24, 14, 'The Annex')
(24361, 'not found', 2012, 10, 24, 13, 'Bloor West Village')
(25417, 'pending', 2012, 2, 24, 13, 'Parkdale')
(46355, 'found', 2012, 11, 24, 13, 'Kensington Market')
(49225, 'found', 2012, 1, 24, 12, 'Rosedale')
(31385, 'not found', 2012, 11, 24, 12, 'Leslieville')
(20103, 'not found', 2012, 5, 24, 12, 'Leslieville')
(10307, 'not found', 2012, 10, 24, 11, 'Liberty Village')
(32584, 'not found', 2012, 10, 24, 10, 'Parkdale')
(34329, 'not found', 2012, 7, 24, 10, 'Scarborough Bluffs')
(41335, 'found', 2012, 4, 24, 9, 'Scarborough Bluffs')
(4612, 'found', 2012, 6, 24, 9, 'Liberty Village')
(48887, 'not found', 2012, 3, 24, 7, 'Roncesvalles')
(14877, 'found', 2012, 1, 24, 5, 'Danforth Village')
(938, 'pending', 2012, 5, 24, 5, 'Chinatown')
(19023, 'not found', 2012, 12, 24, 5, 'Distillery District')
(17833, 'pending', 2012, 12, 24, 4, 'Scarborough Bluffs')
(30379, 'found', 2012, 6, 24, 4, 'Kensington Market')
(32989, 'pending', 2012, 2, 24, 3, 'Roncesvalles')
(35715, 'found', 2012, 4, 24, 3, 'Distillery District')
(18428, 'not found', 2012, 7, 24, 3, 'Bloor West Village')
(18473, 'found', 2012, 11, 24, 3, 'Parkdale')
(3442, 'found', 2012, 5, 24, 1, 'Danforth Village')
(2360, 'found', 2012, 10, 24, 1, 'Queen West')
(23581, 'pending', 2012, 9, 24, 0, 'Queen West')
(31208, 'not found', 2012, 2, 23, 22, 'The Annex')
(18971, 'found', 2012, 3, 23, 22, 'Chinatown')
(19021, 'found', 2012, 9, 23, 20, 'Parkdale')
(19126, 'not found', 2012, 11, 23, 20, 'Distillery District')
(1237, 'not found', 2012, 12, 23, 18, 'Roncesvalles')
(31914, 'pending', 2012, 4, 23, 18, 'Bloor West Village')
(42426, 'not found', 2012, 3, 23, 17, 'Distillery District')
(16985, 'found', 2012, 7, 23, 17, 'Danforth Village')
(30160, 'pending', 2012, 5, 23, 16, 'Bloor West Village')
(28045, 'not found', 2012, 6, 23, 16, 'Danforth Village')
(38364, 'found', 2012, 12, 23, 15, 'The Annex')
(2652, 'found', 2012, 2, 23, 15, 'Roncesvalles')
(8704, 'found', 2012, 9, 23, 15, 'Distillery District')
(14372, 'not found', 2012, 4, 23, 15, 'Distillery District')
(15438, 'not found', 2012, 5, 23, 13, 'Rosedale')
(21851, 'found', 2012, 10, 23, 13, 'The Annex')
(5575, 'not found', 2012, 8, 23, 13, 'Leslieville')
(49600, 'not found', 2012, 7, 23, 13, 'Danforth Village')
(23151, 'found', 2012, 8, 23, 13, 'Liberty Village')
(193, 'pending', 2012, 5, 23, 12, 'Scarborough Bluffs')
(15181, 'not found', 2012, 3, 23, 11, 'High Park')
(9751, 'found', 2012, 6, 23, 11, 'Chinatown')
(20572, 'found', 2012, 10, 23, 11, 'Kensington Market')
(25689, 'found', 2012, 6, 23, 11, 'Kensington Market')
(46974, 'found', 2012, 7, 23, 11, 'Little Italy')
(36072, 'pending', 2012, 3, 23, 10, 'Danforth Village')
(1306, 'pending', 2012, 8, 23, 10, 'Parkdale')
(16348, 'found', 2012, 7, 23, 10, 'Rosedale')
(19182, 'found', 2012, 1, 23, 10, 'Danforth Village')
(7118, 'not found', 2012, 2, 23, 10, 'The Annex')
(7747, 'found', 2012, 4, 23, 10, 'Bloor West Village')
(41601, 'not found', 2012, 12, 23, 9, 'Danforth Village')
(33667, 'not found', 2012, 9, 23, 8, 'Yorkville')
(8529, 'found', 2012, 10, 23, 8, 'Roncesvalles')
(13076, 'not found', 2012, 8, 23, 8, 'High Park')
(18092, 'found', 2012, 9, 23, 8, 'Yorkville')
(44944, 'found', 2012, 11, 23, 7, 'The Beaches')
(26490, 'found', 2012, 3, 23, 7, 'Distillery District')
(23039, 'not found', 2012, 3, 23, 7, 'The Annex')
(380, 'not found', 2012, 2, 23, 6, 'Cabbagetown')
(43190, 'pending', 2012, 3, 23, 5, 'Parkdale')
(32846, 'not found', 2012, 5, 23, 4, 'St. Lawrence Market')
(34051, 'not found', 2012, 11, 23, 4, 'Kensington Market')
(10035, 'not found', 2012, 8, 23, 4, 'Cabbagetown')
(18983, 'not found', 2012, 10, 23, 2, 'Scarborough Bluffs')
(35745, 'found', 2012, 6, 23, 2, 'Danforth Village')
(28214, 'not found', 2012, 7, 23, 2, 'High Park')
(31147, 'not found', 2012, 9, 23, 1, 'Scarborough Bluffs')
(41535, 'not found', 2012, 2, 23, 1, 'Chinatown')
(11661, 'found', 2012, 3, 23, 1, 'Parkdale')
(9108, 'not found', 2012, 7, 23, 0, 'Cabbagetown')
(2288, 'found', 2012, 12, 22, 22, 'Church and Wellesley')
(40064, 'found', 2012, 3, 22, 22, 'The Beaches')
(23345, 'not found', 2012, 9, 22, 21, 'Yorkville')
(48576, 'found', 2012, 9, 22, 21, 'High Park')
(25228, 'found', 2012, 8, 22, 20, 'Roncesvalles')
(40914, 'found', 2012, 7, 22, 20, 'Rosedale')
(29237, 'found', 2012, 11, 22, 20, 'Kensington Market')
(46292, 'found', 2012, 5, 22, 20, 'Kensington Market')
(12189, 'pending', 2012, 11, 22, 20, 'The Annex')
(20123, 'found', 2012, 1, 22, 20, 'The Beaches')
(41673, 'found', 2012, 3, 22, 19, 'Chinatown')
(25560, 'found', 2012, 9, 22, 18, 'Bloor West Village')
(31495, 'found', 2012, 7, 22, 18, 'Bloor West Village')
(27495, 'not found', 2012, 5, 22, 17, 'The Annex')
(18340, 'found', 2012, 8, 22, 16, 'Bloor West Village')
(1012, 'found', 2012, 11, 22, 16, 'Cabbagetown')
(16851, 'found', 2012, 8, 22, 15, 'Yorkville')
(49393, 'not found', 2012, 7, 22, 15, 'Chinatown')
(41764, 'found', 2012, 2, 22, 14, 'Church and Wellesley')
(1125, 'pending', 2012, 9, 22, 14, 'Leslieville')
(4534, 'not found', 2012, 12, 22, 14, 'St. Lawrence Market')
(21808, 'found', 2012, 10, 22, 13, 'The Annex')
(33874, 'found', 2012, 9, 22, 13, 'Bloor West Village')
(33339, 'not found', 2012, 11, 22, 12, 'Rosedale')
(47301, 'pending', 2012, 4, 22, 12, 'Distillery District')
(37684, 'found', 2012, 12, 22, 12, 'Little Italy')
(16978, 'found', 2012, 12, 22, 12, 'Cabbagetown')
(18589, 'found', 2012, 5, 22, 11, 'High Park')
(28516, 'found', 2012, 6, 22, 11, 'Cabbagetown')
(48178, 'found', 2012, 2, 22, 11, 'Danforth Village')
(49532, 'not found', 2012, 12, 22, 10, 'Danforth Village')
(45747, 'not found', 2012, 9, 22, 9, 'Chinatown')
(35484, 'pending', 2012, 7, 22, 8, 'Yorkville')
(20173, 'pending', 2012, 8, 22, 7, 'Queen West')
(22234, 'pending', 2012, 1, 22, 6, 'The Annex')
(21543, 'found', 2012, 1, 22, 5, 'St. Lawrence Market')
(37839, 'pending', 2012, 11, 22, 5, 'Yorkville')
(45711, 'not found', 2012, 7, 22, 4, 'Rosedale')
(21974, 'found', 2012, 3, 22, 4, 'Cabbagetown')
(21862, 'not found', 2012, 9, 22, 3, 'The Beaches')
(690, 'found', 2012, 6, 22, 3, 'St. Lawrence Market')
(7404, 'found', 2012, 5, 22, 3, 'Church and Wellesley')
(9146, 'pending', 2012, 7, 22, 3, 'Danforth Village')
(30664, 'not found', 2012, 1, 22, 3, 'Parkdale')
(26706, 'found', 2012, 7, 22, 2, 'Kensington Market')
(44547, 'found', 2012, 9, 22, 2, 'Parkdale')
(41253, 'found', 2012, 3, 22, 1, 'The Beaches')
(10624, 'not found', 2012, 8, 22, 1, 'Rosedale')
(20814, 'found', 2012, 7, 22, 1, 'Rosedale')
(6588, 'found', 2012, 11, 21, 23, 'Roncesvalles')
(39779, 'pending', 2012, 5, 21, 23, 'St. Lawrence Market')
(26502, 'found', 2012, 5, 21, 23, 'The Annex')
(35613, 'not found', 2012, 7, 21, 22, 'Church and Wellesley')
(43786, 'pending', 2012, 11, 21, 22, 'Yorkville')
(37822, 'pending', 2012, 11, 21, 21, 'Kensington Market')
(1269, 'found', 2012, 1, 21, 21, 'Kensington Market')
(36123, 'pending', 2012, 7, 21, 20, 'Roncesvalles')
(44613, 'found', 2012, 10, 21, 20, 'Danforth Village')
(27390, 'found', 2012, 4, 21, 19, 'Yorkville')
(49614, 'found', 2012, 6, 21, 19, 'Leslieville')
(17188, 'found', 2012, 11, 21, 19, 'The Beaches')
(17625, 'found', 2012, 11, 21, 19, 'Liberty Village')
(18021, 'found', 2012, 5, 21, 18, 'Rosedale')
(836, 'pending', 2012, 9, 21, 18, 'Kensington Market')
(11372, 'found', 2012, 10, 21, 18, 'Bloor West Village')
(35997, 'not found', 2012, 11, 21, 18, 'Rosedale')
(44937, 'not found', 2012, 12, 21, 17, 'Kensington Market')
(11550, 'found', 2012, 3, 21, 17, 'Cabbagetown')
(16090, 'found', 2012, 8, 21, 17, 'Danforth Village')
(4015, 'not found', 2012, 8, 21, 17, 'Rosedale')
(5412, 'found', 2012, 1, 21, 16, 'Church and Wellesley')
(16845, 'pending', 2012, 3, 21, 16, 'Bloor West Village')
(10576, 'found', 2012, 12, 21, 16, 'Danforth Village')
(12295, 'found', 2012, 5, 21, 15, 'Queen West')
(40904, 'not found', 2012, 4, 21, 15, 'Bloor West Village')
(27355, 'not found', 2012, 3, 21, 15, 'Roncesvalles')
(18130, 'found', 2012, 5, 21, 14, 'Yorkville')
(470, 'found', 2012, 2, 21, 14, 'Parkdale')
(23119, 'found', 2012, 12, 21, 13, 'Kensington Market')
(29934, 'found', 2012, 4, 21, 12, 'The Beaches')
(48152, 'pending', 2012, 6, 21, 12, 'Kensington Market')
(2914, 'found', 2012, 7, 21, 12, 'Kensington Market')
(44653, 'not found', 2012, 2, 21, 11, 'Rosedale')
(39751, 'pending', 2012, 9, 21, 11, 'Scarborough Bluffs')
(48872, 'pending', 2012, 12, 21, 10, 'Roncesvalles')
(45264, 'pending', 2012, 4, 21, 10, 'Rosedale')
(2540, 'found', 2012, 10, 21, 10, 'Bloor West Village')
(10461, 'not found', 2012, 8, 21, 10, 'The Beaches')
(19080, 'found', 2012, 10, 21, 9, 'Leslieville')
(6488, 'found', 2012, 6, 21, 9, 'Roncesvalles')
(28567, 'found', 2012, 8, 21, 9, 'The Annex')
(22448, 'found', 2012, 5, 21, 8, 'Bloor West Village')
(23748, 'pending', 2012, 5, 21, 8, 'Cabbagetown')
(33400, 'not found', 2012, 11, 21, 8, 'Danforth Village')
(36433, 'pending', 2012, 10, 21, 8, 'Little Italy')
(38255, 'not found', 2012, 3, 21, 8, 'Rosedale')
(9209, 'found', 2012, 7, 21, 8, 'Parkdale')
(23625, 'pending', 2012, 6, 21, 7, 'St. Lawrence Market')
(46527, 'pending', 2012, 8, 21, 6, 'Rosedale')
(36132, 'not found', 2012, 9, 21, 4, 'Danforth Village')
(16110, 'pending', 2012, 4, 21, 4, 'Rosedale')
(18205, 'not found', 2012, 7, 21, 3, 'Danforth Village')
(37935, 'pending', 2012, 7, 21, 3, 'St. Lawrence Market')
(6654, 'found', 2012, 11, 21, 2, 'The Annex')
(7617, 'found', 2012, 8, 21, 1, 'High Park')
(10259, 'found', 2012, 2, 21, 1, 'Leslieville')
(27686, 'not found', 2012, 7, 21, 1, 'The Annex')
(24381, 'found', 2012, 4, 21, 1, 'High Park')
(35959, 'not found', 2012, 12, 20, 23, 'Danforth Village')
(37768, 'found', 2012, 1, 20, 23, 'Church and Wellesley')
(10210, 'not found', 2012, 8, 20, 23, 'Leslieville')
(45525, 'not found', 2012, 3, 20, 21, 'Liberty Village')
(39336, 'pending', 2012, 7, 20, 21, 'Roncesvalles')
(9752, 'pending', 2012, 7, 20, 20, 'Cabbagetown')
(3355, 'pending', 2012, 8, 20, 20, 'Little Italy')
(32829, 'pending', 2012, 7, 20, 19, 'Scarborough Bluffs')
(40018, 'found', 2012, 10, 20, 17, 'Liberty Village')
(13142, 'found', 2012, 1, 20, 17, 'Leslieville')
(32944, 'pending', 2012, 9, 20, 16, 'Chinatown')
(25594, 'found', 2012, 3, 20, 16, 'The Annex')
(47155, 'pending', 2012, 3, 20, 16, 'The Beaches')
(28323, 'found', 2012, 2, 20, 15, 'Danforth Village')
(15728, 'found', 2012, 7, 20, 15, 'Roncesvalles')
(20961, 'found', 2012, 5, 20, 15, 'Liberty Village')
(44778, 'not found', 2012, 10, 20, 14, 'Roncesvalles')
(43090, 'pending', 2012, 1, 20, 13, 'Queen West')
(49011, 'pending', 2012, 3, 20, 11, 'Roncesvalles')
(12779, 'found', 2012, 6, 20, 11, 'Liberty Village')
(16997, 'not found', 2012, 3, 20, 10, 'St. Lawrence Market')
(15832, 'found', 2012, 11, 20, 9, 'The Annex')
(5518, 'not found', 2012, 10, 20, 9, 'Bloor West Village')
(6372, 'not found', 2012, 4, 20, 9, 'Liberty Village')
(36728, 'pending', 2012, 5, 20, 9, 'Danforth Village')
(31314, 'not found', 2012, 4, 20, 9, 'Liberty Village')
(31423, 'found', 2012, 11, 20, 9, 'Leslieville')
(35302, 'pending', 2012, 7, 20, 8, 'Chinatown')
(4287, 'found', 2012, 8, 20, 8, 'Scarborough Bluffs')
(2482, 'found', 2012, 2, 20, 8, 'The Beaches')
(13092, 'not found', 2012, 3, 20, 8, 'The Annex')
(41927, 'found', 2012, 7, 20, 7, 'The Annex')
(46127, 'not found', 2012, 5, 20, 6, 'The Beaches')
(19462, 'found', 2012, 8, 20, 6, 'Church and Wellesley')
(1365, 'found', 2012, 11, 20, 5, 'Little Italy')
(13381, 'found', 2012, 4, 20, 4, 'Rosedale')
(49203, 'found', 2012, 12, 20, 4, 'Bloor West Village')
(3788, 'found', 2012, 1, 20, 3, 'High Park')
(13530, 'pending', 2012, 2, 20, 1, 'The Beaches')
(29579, 'not found', 2012, 1, 20, 1, 'The Beaches')
(28518, 'found', 2012, 2, 20, 0, 'Rosedale')
(7317, 'pending', 2012, 7, 20, 0, 'High Park')
(40049, 'found', 2012, 7, 19, 23, 'Danforth Village')
(45906, 'found', 2012, 12, 19, 21, 'St. Lawrence Market')
(23085, 'not found', 2012, 8, 19, 21, 'Roncesvalles')
(36035, 'found', 2012, 10, 19, 21, 'Chinatown')
(33527, 'found', 2012, 5, 19, 21, 'Queen West')
(698, 'found', 2012, 6, 19, 21, 'Roncesvalles')
(46712, 'found', 2012, 4, 19, 20, 'Little Italy')
(31088, 'pending', 2012, 7, 19, 19, 'Yorkville')
(43434, 'found', 2012, 11, 19, 19, 'High Park')
(6669, 'not found', 2012, 2, 19, 19, 'St. Lawrence Market')
(11578, 'pending', 2012, 11, 19, 19, 'High Park')
(25873, 'not found', 2012, 12, 19, 18, 'Liberty Village')
(40802, 'found', 2012, 9, 19, 18, 'St. Lawrence Market')
(30405, 'not found', 2012, 1, 19, 18, 'Little Italy')
(46578, 'not found', 2012, 12, 19, 17, 'Liberty Village')
(19052, 'found', 2012, 6, 19, 17, 'Cabbagetown')
(22140, 'pending', 2012, 6, 19, 17, 'Distillery District')
(21861, 'not found', 2012, 7, 19, 16, 'St. Lawrence Market')
(12267, 'found', 2012, 2, 19, 15, 'Cabbagetown')
(4527, 'not found', 2012, 5, 19, 14, 'Distillery District')
(17714, 'pending', 2012, 5, 19, 14, 'The Beaches')
(28343, 'not found', 2012, 2, 19, 14, 'The Beaches')
(38398, 'found', 2012, 12, 19, 14, 'Queen West')
(29850, 'not found', 2012, 11, 19, 13, 'St. Lawrence Market')
(9963, 'found', 2012, 2, 19, 13, 'Queen West')
(5249, 'found', 2012, 12, 19, 13, 'Roncesvalles')
(5731, 'found', 2012, 2, 19, 13, 'Kensington Market')
(6575, 'found', 2012, 4, 19, 13, 'Little Italy')
(137, 'pending', 2012, 11, 19, 12, 'Scarborough Bluffs')
(2443, 'found', 2012, 4, 19, 11, 'Church and Wellesley')
(34542, 'found', 2012, 1, 19, 11, 'Church and Wellesley')
(42043, 'not found', 2012, 7, 19, 10, 'Liberty Village')
(6098, 'found', 2012, 12, 19, 10, 'Distillery District')
(11552, 'not found', 2012, 7, 19, 10, 'The Beaches')
(12022, 'found', 2012, 6, 19, 10, 'St. Lawrence Market')
(38313, 'found', 2012, 11, 19, 9, 'Bloor West Village')
(24291, 'found', 2012, 10, 19, 8, 'The Annex')
(1808, 'found', 2012, 6, 19, 8, 'Kensington Market')
(14706, 'pending', 2012, 5, 19, 8, 'Church and Wellesley')
(3116, 'found', 2012, 6, 19, 7, 'Liberty Village')
(37639, 'found', 2012, 11, 19, 7, 'The Beaches')
(34738, 'found', 2012, 9, 19, 7, 'Rosedale')
(32994, 'found', 2012, 10, 19, 6, 'The Beaches')
(37973, 'not found', 2012, 10, 19, 6, 'The Beaches')
(48061, 'found', 2012, 4, 19, 6, 'Danforth Village')
(49021, 'pending', 2012, 3, 19, 6, 'Little Italy')
(13932, 'found', 2012, 11, 19, 6, 'The Beaches')
(17419, 'found', 2012, 11, 19, 5, 'Little Italy')
(18728, 'found', 2012, 11, 19, 5, 'The Beaches')
(419, 'not found', 2012, 1, 19, 4, 'Yorkville')
(10958, 'found', 2012, 10, 19, 4, 'Chinatown')
(38428, 'not found', 2012, 3, 19, 4, 'Scarborough Bluffs')
(11750, 'not found', 2012, 10, 19, 2, 'Parkdale')
(151, 'pending', 2012, 11, 19, 1, 'The Beaches')
(44801, 'found', 2012, 7, 19, 1, 'Little Italy')
(24051, 'found', 2012, 9, 19, 1, 'Leslieville')
(34092, 'not found', 2012, 8, 18, 23, 'Cabbagetown')
(31885, 'found', 2012, 6, 18, 23, 'Queen West')
(41695, 'not found', 2012, 8, 18, 23, 'Roncesvalles')
(35433, 'found', 2012, 3, 18, 23, 'High Park')
(45147, 'pending', 2012, 1, 18, 22, 'Kensington Market')
(29743, 'found', 2012, 5, 18, 22, 'Liberty Village')
(10465, 'not found', 2012, 3, 18, 22, 'Rosedale')
(31908, 'pending', 2012, 4, 18, 21, 'Danforth Village')
(47356, 'pending', 2012, 10, 18, 21, 'Danforth Village')
(48786, 'found', 2012, 10, 18, 21, 'Cabbagetown')
(2996, 'not found', 2012, 7, 18, 20, 'Parkdale')
(12732, 'not found', 2012, 1, 18, 19, 'Kensington Market')
(37642, 'not found', 2012, 1, 18, 19, 'Chinatown')
(28662, 'found', 2012, 6, 18, 19, 'The Beaches')
(40542, 'pending', 2012, 1, 18, 19, 'Distillery District')
(13221, 'not found', 2012, 10, 18, 18, 'Leslieville')
(20354, 'found', 2012, 6, 18, 18, 'Bloor West Village')
(5016, 'found', 2012, 4, 18, 17, 'Queen West')
(19879, 'not found', 2012, 8, 18, 15, 'Chinatown')
(38237, 'pending', 2012, 10, 18, 15, 'Liberty Village')
(44982, 'found', 2012, 10, 18, 15, 'The Beaches')
(29950, 'not found', 2012, 7, 18, 15, 'Yorkville')
(30506, 'found', 2012, 4, 18, 14, 'Cabbagetown')
(39301, 'not found', 2012, 1, 18, 14, 'Parkdale')
(22515, 'found', 2012, 6, 18, 14, 'Little Italy')
(21178, 'found', 2012, 8, 18, 14, 'Leslieville')
(6166, 'pending', 2012, 11, 18, 14, 'The Annex')
(12299, 'found', 2012, 8, 18, 13, 'Little Italy')
(21611, 'found', 2012, 9, 18, 13, 'The Beaches')
(46341, 'not found', 2012, 6, 18, 13, 'Liberty Village')
(5009, 'not found', 2012, 4, 18, 12, 'High Park')
(15120, 'found', 2012, 4, 18, 12, 'The Annex')
(8381, 'not found', 2012, 7, 18, 12, 'Parkdale')
(3272, 'not found', 2012, 4, 18, 11, 'Liberty Village')
(46361, 'not found', 2012, 9, 18, 11, 'High Park')
(28454, 'not found', 2012, 8, 18, 10, 'Church and Wellesley')
(14290, 'not found', 2012, 7, 18, 10, 'Queen West')
(2006, 'not found', 2012, 11, 18, 10, 'Church and Wellesley')
(29696, 'not found', 2012, 11, 18, 9, 'Cabbagetown')
(43873, 'found', 2012, 8, 18, 9, 'Church and Wellesley')
(40680, 'pending', 2012, 8, 18, 8, 'The Beaches')
(42898, 'not found', 2012, 12, 18, 7, 'Cabbagetown')
(43319, 'found', 2012, 12, 18, 7, 'The Beaches')
(35047, 'found', 2012, 9, 18, 7, 'Roncesvalles')
(33132, 'pending', 2012, 9, 18, 6, 'High Park')
(34843, 'not found', 2012, 4, 18, 6, 'Danforth Village')
(18472, 'pending', 2012, 5, 18, 6, 'Bloor West Village')
(12662, 'pending', 2012, 8, 18, 5, 'Distillery District')
(14286, 'not found', 2012, 9, 18, 5, 'Liberty Village')
(49637, 'pending', 2012, 3, 18, 5, 'High Park')
(16045, 'found', 2012, 6, 18, 4, 'High Park')
(47718, 'not found', 2012, 4, 18, 3, 'Leslieville')
(28027, 'pending', 2012, 10, 18, 3, 'Bloor West Village')
(38467, 'pending', 2012, 4, 18, 2, 'Scarborough Bluffs')
(36828, 'not found', 2012, 11, 18, 2, 'Church and Wellesley')
(26584, 'not found', 2012, 5, 18, 1, 'Chinatown')
(46125, 'found', 2012, 1, 18, 1, 'St. Lawrence Market')
(42569, 'found', 2012, 2, 18, 1, 'Leslieville')
(34838, 'found', 2012, 3, 18, 1, 'Kensington Market')
(38926, 'not found', 2012, 2, 18, 0, 'Distillery District')
(43534, 'found', 2012, 8, 17, 23, 'Rosedale')
(35219, 'not found', 2012, 1, 17, 23, 'High Park')
(49969, 'not found', 2012, 9, 17, 23, 'Church and Wellesley')
(8961, 'not found', 2012, 9, 17, 23, 'Bloor West Village')
(1553, 'found', 2012, 9, 17, 23, 'Rosedale')
(48956, 'pending', 2012, 11, 17, 22, 'Chinatown')
(49691, 'found', 2012, 2, 17, 22, 'The Annex')
(27596, 'found', 2012, 8, 17, 21, 'Parkdale')
(31850, 'found', 2012, 12, 17, 21, 'Danforth Village')
(2163, 'found', 2012, 6, 17, 21, 'Little Italy')
(7610, 'found', 2012, 7, 17, 20, 'Danforth Village')
(28091, 'not found', 2012, 6, 17, 20, 'Bloor West Village')
(46487, 'found', 2012, 4, 17, 19, 'Scarborough Bluffs')
(25476, 'found', 2012, 3, 17, 19, 'Chinatown')
(32968, 'pending', 2012, 6, 17, 18, 'The Beaches')
(310, 'found', 2012, 5, 17, 18, 'Parkdale')
(4856, 'found', 2012, 8, 17, 17, 'The Beaches')
