VIN,Make,Price,Purchase_Method
7VTULXAA613RAYT21,MAZDA,300000,Financing
BXTGLV5M9F2CX4GNP,Mercedes-Benz,210000,Financing
ZY5P8J6K21BMNF76W,Nissan,330000,Lease
UTEU2S6D2702C1Z1J,Volvo,50000,Cash
F18ZY99L60B20CT77,Volvo,90000,Cash
9LP4LUJM69WMS7LL0,Mitsubishi,210000,Cash
T6X7WS8P91G6YG8H5,GMC,120000,Cash
PHC2ETFR9D92LT7JP,Ford,480000,Cash
VLMLWZGVXK752ZRMN,Chevrolet,280000,Cash
RVT5FCEP49G22GY96,Subaru,130000,Cash
PZY4KL5D7JLL17T2G,Land Rover,190000,Cash
EYSBAJHH8ABZPUJ0Z,Maybach,310000,Cash
8UBS3SXP3VDX0EDV6,Toyota,130000,Cash
WMYUHN0M4UPHFXMXF,BMW,170000,Cash
WRX6CJZL2J9P1Z74D,Lexus,110000,Financing
RTPAF1118AF5JWH0V,Chevrolet,200000,Cash
W9RXTY1A5307AE970,Volkswagen,30000,Cash
NX1X46M64UNH55S5A,Suzuki,150000,Cash
WHZYUBWB5BYDKVKXL,Lexus,300000,Cash
FBXPH4JA9XEP5K2SB,Chevrolet,460000,Cash
3GWS15N56RN06PX1P,Jeep,330000,Financing
C3C3A5RG484A31S1K,Nissan,460000,Financing
2RRUT0WH6TA79MNME,Audi,430000,Financing
BCFS8R5N8RPX4VVMF,MAZDA,360000,Financing
5FPGWDGVXE383ZD75,Land Rover,470000,Cash
GZPJ640N2GJ18VXD5,Toyota,420000,Financing
EJ8NHJACXU0EXP3YA,Nissan,360000,Cash
0S8ZBE66XZ1D67980,Dodge,460000,Financing
VZRTNLF15XGPWNRS3,Toyota,400000,Financing
U4L3XRHE3FW7FT7L6,Hyundai,50000,Financing
X3YCZA34258YN755Z,BMW,40000,Cash
057A21G8XLCS49JLL,FIAT,10000,Financing
Y6WFX2AT8DF0KTSY6,Porsche,320000,Lease
J4LW65DT6DGUKAH1X,Cadillac,170000,Lease
RT2TV7B1887E3DXEZ,Chrysler,490000,Financing
K9T368AB0MMRX4828,Panoz,240000,Cash
51N3TE8M6L86JZ926,Mercedes-Benz,460000,Cash
6PKJ1A7R4XH05BUP2,Nissan,80000,Financing
4D0ESFXE5YZXV81BD,Chevrolet,300000,Cash
AGUM580E36DMXWLP9,Chrysler,490000,Cash
A9GCJRH1XDA1LR7MW,Mercedes-Benz,340000,Cash
0GVFHMJEX1PTG7SWW,Mercedes-Benz,180000,Cash
W5BFKM577Y7TZU32G,Honda,320000,Cash
LP894F4B9P5G8KM5A,Dodge,450000,Financing
26M2839PX14F6NGWT,Chevrolet,260000,Cash
UMJC22M725NYN1VH8,Chevrolet,350000,Cash
56BA3GMY3DBCJUA8M,Saab,320000,Cash
S5VJJGZX4FZWZ2GVP,Honda,30000,Cash
CGCDJB7EXDDGKXKMB,MAZDA,380000,Cash
RJZ4CV2C0N14JPSY3,Maserati,120000,Cash
4NY6Y40AXCXEZA4BU,MAZDA,480000,Cash
U87B6WPL02DAEUYW1,Acura,140000,Cash
7ZEBUE7S05J453NCL,Dodge,230000,Cash
HTR1127U84G8LM47C,Ford,180000,Financing
YE1Z5R2Y6JTD6ZCLJ,Mercedes-Benz,200000,Financing
N2MEPVT96C9WCJYSJ,Ram,350000,Lease
7YYW7P4W6X34D877N,Jeep,210000,Financing
P6PAVVTP692H78Z0R,Ford,80000,Financing
GHBG8FYU7CJ0GNUU4,Nissan,490000,Cash
C51ZAD4H9Z8KLHLXR,Chrysler,330000,Financing
Y0AB4U5CXUJWJEA7L,Hyundai,170000,Cash
X2W10VBU6ENWSR2E7,BMW,410000,Cash
FWAHY7WB6837R147C,Chevrolet,270000,Cash
GCD1FE004EDK4GK1L,Jeep,280000,Cash
30HT8JY83P7J5WBSP,Tesla,480000,Financing
ZGK3X0BR96SLKG0HL,Maybach,50000,Cash
THZ63HPX9JNAE9VWR,Chevrolet,140000,Financing
EETJGABK4PF2EXRLF,MINI,300000,Financing
B8MP5A5M9R1Z6HSGN,Chrysler,280000,Cash
GBK1LHH754WN8CRXD,Suzuki,400000,Cash
W0167YZ67PHYP54JU,Buick,160000,Cash
MZXJ7FDUX4790SKNB,Volkswagen,310000,Cash
SZT5A4BL2MEDC3V72,Ford,340000,Financing
J8JXN6BK3P1XCKVGN,MINI,100000,Lease
5E64373Z0FE3LM2BJ,Mercedes-Benz,340000,Cash
1FR5EMRT30SJ1037R,GMC,170000,Financing
GGJFLGW67RLEFWRXS,Mercedes-Benz,230000,Cash
PRTMM86B6BDVTCCHD,Ford,120000,Financing
6BWAHD0B5FWHG2Y0G,Nissan,160000,Financing
2KDBLM7H1SYDZWXV0,Subaru,320000,Lease
5BK00CT45VM674DV1,Jeep,120000,Cash
A8CRK18L378GN5F9V,Nissan,430000,Cash
2J3NNSZW9WFR5U030,Scion,80000,Lease
4EAN19G69X02M2GJ8,GMC,10000,Cash
6T2WN5R60V81NKV5P,Toyota,440000,Financing
JJXD616X09BF1RNWK,Ford,250000,Financing
7SFE7HCS0VPEJ4JEL,Kia,270000,Cash
KWEYP97K5WV11JE8C,Hyundai,60000,Cash
JF6KHATY2V0H4W9SL,Chevrolet,220000,Lease
MN0CPH2F82BZZ1WL3,Dodge,330000,Cash
A1BHHXP99VKGHDS51,GMC,50000,Financing
PX8SUYGL42LKB8CE9,Dodge,360000,Financing
M2FHXLHB7MAGD084G,Volkswagen,160000,Cash
0P4DV1KM0DEZZ5B05,Chevrolet,450000,Cash
UKHL1MJN0CPKZ696L,Ford,380000,Lease
37GPLTP782Z35UT7E,Lincoln,470000,Cash
V68SY78VXDWZT562S,Acura,210000,Cash
TNJGK9V2147Z4NUCG,Chevrolet,430000,Cash
JV27LTJC27KMDFPS8,Chevrolet,200000,Financing
9KGGDE1D1TNB0VE3S,Ford,190000,Cash
5RCZUFK604TN2FTSV,GMC,120000,Cash
23A4XBPN6HAZG2YS4,INFINITI,40000,Cash
85L1E3J16LSYRFD4L,Cadillac,240000,Cash
9EPEMVZ88WE0KX48D,GMC,490000,Financing
KZGDW12S2LU4ABC2D,Mercedes-Benz,460000,Financing
RTY0ZEP261V2LUCT5,Toyota,310000,Cash
U5XTUJDZ66XB9BT11,Eagle,240000,Cash
6VWKPC2R524BKG3SW,Volkswagen,10000,Cash
K91MCPR08BGSEVEV2,Hyundai,260000,Cash
J9EESYBF5JLPRWRKS,Hyundai,150000,Cash
XWXJYHJS4SKRPSLYG,MAZDA,300000,Financing
4269ZDM542FTR84UJ,Toyota,350000,Financing
U0VFZYZD46Y4EAH8U,Dodge,390000,Cash
9TW5TLD46LJCF8PCN,Nissan,470000,Financing
P0CP66TP1HNJCHL07,Geo,460000,Cash
SX88VTEM1CFS5CX7K,Ford,90000,Cash
UR2AR7K54TE6Z5RF6,MAZDA,300000,Cash
PVHMHYW4X8BWHK034,Jaguar,240000,Cash
32LFXCCD4HKVLVRZ1,Mercedes-Benz,440000,Cash
P2G04LDL4T7FVRJ70,Ford,110000,Cash
ZAK1AHLP7EB8NSH86,MAZDA,120000,Financing
U9B5ULUJ5C9WBUGPS,Mercedes-Benz,50000,Cash
BKRD5ZTR52KG7E69U,Ford,470000,Cash
PVJU80X12NPFWPULU,Toyota,30000,Financing
U0H5DPCX8AZRGDGHH,Ford,490000,Cash
SGB6W3S91MYSTRCGU,Toyota,50000,Cash
K46RZ73H2BRMNBT9V,Mercury,420000,Cash
3EL69WPB2KM56JFHR,Ford,400000,Cash
9MJ267BH76UKTXZK9,Chevrolet,70000,Cash
2TKUPN7949SYVTMB4,BMW,390000,Financing
6Z4EVBC78070YE9ET,GMC,240000,Cash
30WXM84754CZ0U9WJ,Dodge,110000,Financing
NBZPYXRP7EYBKT2LR,Buick,470000,Financing
LFE594A046KFDC3A4,Lincoln,450000,Financing
Z65EG5RM5GPWYGM6R,BMW,480000,Cash
418WJNTC5791CG5KM,GMC,490000,Cash
6GR0ST872EVLYB01N,Chevrolet,370000,Financing
99NYF89WXL2HDZKKX,Chevrolet,140000,Financing
KED526PG6FNL6P9LH,Ford,360000,Cash
FGLKLKDX1FF9ZS7BW,Chrysler,60000,Cash
1J879FCD0BBMTZX3X,Volkswagen,260000,Cash
GHC6H0489W6SZUP6V,Ford,110000,Lease
YYB2PM2X5ZAT3SB84,Honda,110000,Cash
E7YWY68S54DBX3JKN,GMC,470000,Financing
45JAXWK862JJG8LHE,Chevrolet,360000,Financing
7LDXYTVB0TML97YEL,Dodge,130000,Financing
BCC0YJ1KX93E2C71M,Jaguar,180000,Cash
W96PCHF564MYWE73E,Land Rover,90000,Cash
ELU098F423TKT0R0Y,Mercedes-Benz,430000,Lease
PMA990276NVJP5A5F,Subaru,20000,Cash
XMR915SR6W8PGN7AL,Dodge,250000,Cash
UX6SXJTB5JYE1FE58,Acura,40000,Financing
SMR3JW2Z2YZ156421,MAZDA,250000,Financing
65UY0EYS5JT1ECV3W,Chevrolet,90000,Cash
CSJ2PT2327E4KR5JZ,Toyota,200000,Cash
A1K9U4VW4VEP5A67H,Acura,90000,Cash
8CV3M0KS2GE51U1PC,Volvo,390000,Cash
392APPRC7HZKG538R,Bentley,380000,Cash
2EV909J63G8ZEXZHF,GMC,360000,Cash
L54ULVD6566WM487C,Dodge,430000,Lease
X2UHMBVX0TUV95528,Hyundai,330000,Financing
47UPURHD47ZD9TEZX,BMW,150000,Lease
MZ3KZ9H46MS0VLW03,MINI,320000,Cash
F2TGLNHF4VCZLYJV3,Dodge,420000,Cash
FDK5UNU52J5ZYACWW,Ford,10000,Cash
60UZNHWJ35SAN222C,GMC,30000,Cash
NL4ZKAV19KJPYLJ24,Subaru,470000,Lease
J1PM717L27EHJPMHT,Ford,50000,Financing
FCPF92BC9SGND87G5,Mercury,300000,Financing
XL5L5SPK3L9G84VD1,Jeep,200000,Cash
UVYVW7LA4Z56N0F6U,MINI,410000,Financing
T52ZJ3M1819ZTJTK3,Chevrolet,50000,Cash
PMX14EN03L8JZD9CV,Pontiac,330000,Cash
AHP9CDX9XG0TBN4P1,Jeep,150000,Cash
WP89KYDU42FNAXTEH,Ford,140000,Cash
1E2D9ST47P6SKJK4W,Subaru,360000,Financing
0H114FAV8DSHHXW7K,Hyundai,140000,Financing
UMPC6SL51WAETDTKU,MAZDA,480000,Cash
42Z7Y69B92ZT315LM,MAZDA,190000,Cash
X6XX7SP84R2GWZW1D,Tesla,420000,Cash
SKXXX4HB3CV1CRR05,Plymouth,390000,Cash
67WS4NR736XT4R74R,Chevrolet,420000,Financing
TA9N1LLD1ZGZ4DFGH,MAZDA,260000,Cash
4HAZUXVU0ES167T5S,Subaru,40000,Cash
8LW092TN4WPEBRV3Y,Toyota,150000,Cash
7HH9ZNMJ0P764LR9J,Chevrolet,360000,Financing
UM6SGP3X13HBX12C4,GMC,190000,Lease
PEWFR7J3366DWPCX9,Dodge,310000,Cash
T3D2BBG6781Z23J1K,Chevrolet,110000,Cash
C8DURCDX1CDA12CED,Pontiac,280000,Cash
FZLFSH8N2LU53UH6G,Dodge,60000,Cash
LX6M333K18ARRGNXX,Jeep,380000,Financing
U54C5YZW1Z7G672X2,Kia,210000,Cash
PYRG59ZK117F2GKUG,Nissan,140000,Financing
EH4VA94T4KAAVKCD6,Hyundai,350000,Cash
GSP7KPXN6LTL4T15V,Ford,310000,Financing
Z8NNMAD678BJ5CR2T,Ferrari,240000,Cash
WGT697WR0ZLD8NRJW,Chevrolet,180000,Financing
P1Z491LB5LLRZDNUF,Saab,170000,Lease
YS9NKPVT1VYJDUCLW,McLaren,170000,Cash
CDJZ7YTS2LV10YFZ4,Subaru,490000,Cash
GAKU27S54FL2RMPJG,Saab,240000,Cash
38EF8UKN9EY19XDLX,Land Rover,210000,Lease
X1LEFU3KX3NRRFDNS,GMC,410000,Cash
VG2DVH1V9HPSE6J0S,Chevrolet,190000,Cash
7HRMJ7LY3S343U76X,MINI,230000,Cash
L04E48BK49J31X1A3,Nissan,400000,Cash
19M8MCE55MXCHBF2A,Volkswagen,450000,Cash
AB4C8P5RXZUAUUL87,Nissan,220000,Cash
UVNDC3JN1591R6RNG,Ford,220000,Cash
W6Y6WJS66FA5RHJFR,Audi,40000,Cash
6AZZJSXK7H97LAXX3,Chevrolet,140000,Financing
3ZBZWULD5TPRR4SLS,Honda,190000,Financing
WRX4BF3X09TTBGM9S,Porsche,10000,Cash
HZHXZVCH1Y8U89GUL,GMC,360000,Cash
J3NK1WL32JMECY57M,GMC,310000,Cash
L2A71XK4XV21MX9ZJ,Toyota,380000,Cash
350P7AUS6B8PNBCKY,Jeep,210000,Cash
1YY5M40J5UKDNPE5J,Honda,40000,Financing
XEC3KUMN4YPRCAGZL,Toyota,20000,Cash
D6ZAN7Y736R4ABM6F,Kia,360000,Cash
YZJ9UYMR7UT2L842N,Jeep,120000,Financing
8FNKLHWYXSN6SGP40,Isuzu,120000,Cash
494205EK4JJZRM1GP,Toyota,40000,Cash
CB8VPP2T58VM8XXVZ,Lincoln,110000,Cash
0F2KPEDW9DHL5ATKF,Pontiac,410000,Cash
52B250CB08TX6H0GN,GMC,380000,Cash
0MS32GJ47MNWHA8VS,Nissan,410000,Lease
BPKX1FV65EXES687N,Oldsmobile,310000,Cash
X19S4UAY4G3Y3YZHW,Mercedes-Benz,200000,Cash
08THNDNZ04TE7TEZC,Toyota,270000,Cash
EBA1ER153RJ14ANF3,Nissan,100000,Cash
9X52LW5E0TJ349NF2,Plymouth,210000,Financing
ZGAKG02X5LFS7VNRP,MINI,40000,Cash
SBT2422C7LSWRV954,Pontiac,80000,Cash
ZUHTCDEN1VVURJTT6,MAZDA,50000,Cash
VBYZE0H93Y6N0C2VV,Ford,440000,Lease
DDZATYKG1VATKD28D,Dodge,210000,Financing
VZW0VBBC4PG9E2WNC,Chevrolet,410000,Cash
UP1HFRW80FP9YCKD1,Mercury,280000,Cash
0UUZG9AA5V16EE6TE,Nissan,320000,Cash
CXX2PNKV35Y7HV8R4,Cadillac,400000,Cash
C5NKNZDY5A0DJ29TG,Mitsubishi,460000,Lease
N4BEMPPC8YNSVJZN3,MAZDA,70000,Financing
1ZSL04PZ7TCXCTB9E,Chevrolet,200000,Cash
RVSNDL4X7NSWLJDF9,Aston Martin,160000,Cash
4N9B2ANE0HWF2C20U,Volkswagen,420000,Cash
464E1EZE3H2L07ESM,Volvo,380000,Cash
6ZBSETVC2WERRGLA6,Saturn,80000,Financing
DMYEHLLA6DX6YMLT0,Mitsubishi,400000,Cash
9GHBX61R0KANR79W9,Ford,330000,Cash
WEB86BVD1G6CG2RAG,Chrysler,210000,Cash
WHLF6Z5Y4G1Z8BK3U,Acura,230000,Cash
L2S6N70W2HL0F15N6,Mercury,400000,Financing
NRV27SW45DLKC2KBW,BMW,350000,Financing
1ZSHL1B45M1ET56Z1,MAZDA,80000,Cash
DB9SUSBD876LZ2W8L,Lexus,180000,Financing
FC81FJV723S9U9901,Land Rover,390000,Cash
JBE4R5R34BVRE1DGG,Oldsmobile,200000,Cash
PKG42RUG8GCTV0VY5,Mitsubishi,410000,Cash
6XDPLSWS61JS3U5ZP,Chevrolet,310000,Cash
P5HYF4V92WAH0M0Z3,Buick,390000,Financing
4LW3CG160UXBSKG1Y,GMC,320000,Cash
C02BTB0B4T5XUHFUW,BMW,360000,Cash
2F7M9PKD499NAD80E,Lincoln,260000,Financing
5KJD7MTG34FYSEA9T,Nissan,170000,Cash
ATY0S8DD11CVUS3CZ,Hyundai,140000,Cash
1C7X8ZZT8YX88LZ2F,Toyota,250000,Cash
XXSXDCXX3AAHLYG06,Ram,100000,Lease
17N0S8VF6GUMKG4Y7,Audi,430000,Cash
M7B2Y5WW9Y3W89M94,Mercedes-Benz,140000,Financing
LHLM9MP186EFLP87H,Toyota,170000,Cash
P3J0AJ4M9ZVACS2MX,MAZDA,150000,Financing
EFUHW1BN725VDSZPP,Chevrolet,250000,Cash
HLWBD28U5XCLTEAMG,Volvo,130000,Cash
PA7F8LWZ1ZGC5DC7N,Hyundai,60000,Cash
EM9D0M9K84GAAFVFL,Chevrolet,450000,Cash
4U708WS2656HYMX8F,Toyota,400000,Cash
53LLKMMV2MCDMPCPA,Jeep,230000,Financing
M1WK266C6Z1KS2H3C,Acura,290000,Lease
BG2G12DB8CPZW9FNV,Hyundai,390000,Cash
93XEG8EK1JFSKK155,Nissan,40000,Financing
2DZZVYGH7UAGSW40K,Chevrolet,100000,Cash
AFGYS9242WPE7E1AF,BMW,170000,Cash
713XYEHL8039KEWWZ,Mercedes-Benz,60000,Financing
6C13D7BK9U4FBM0A5,Chevrolet,290000,Lease
M4JEXS3K79G53PU93,Chevrolet,100000,Cash
RP14ZBCXXMSAS2834,Maserati,300000,Cash
MDP9Y7LN1V1GSBG6B,Mercedes-Benz,430000,Financing
HMUW1W1T1XU2S5XXA,GMC,230000,Lease
3J1ACD4P34UJ75SVJ,Dodge,60000,Financing
4VBKCAN19464H4NU7,Lexus,160000,Financing
RJNKS3EH5LW3YR1Y1,Chevrolet,410000,Financing
JC9YPFHK23TJTZCPL,GMC,390000,Lease
9C8W4RAU61U27C9XV,Chevrolet,100000,Cash
8FTWA3UX1MBEMTZYE,Chevrolet,400000,Cash
U959077S5FJ9SP33Y,Nissan,430000,Financing
CRXYZR1X4TP3TF63V,Oldsmobile,180000,Cash
DTLWK7503PDSJB4TV,Mercury,10000,Cash
W9ZPTNY27DUTPH71S,Hyundai,110000,Cash
FWN2VY9N2Y9JJV5K7,Toyota,170000,Cash
YYPYW2GH32PMS3J4Y,FIAT,360000,Cash
EJTY1KGSXCL1WTMW2,Chevrolet,270000,Financing
ED9XC6UT16TVHXDFD,MAZDA,240000,Cash
6LA4ZU361UR86P8Y9,Dodge,320000,Cash
36MFUPHL0321JLTJM,Dodge,190000,Financing
GPNB771BXKSMKAXL4,Pontiac,230000,Cash
GH2V71GG01E03C9GB,Ford,150000,Financing
84EALLEN237D6LEDZ,MAZDA,350000,Cash
TU52KH5W47DCK664W,BMW,150000,Cash
DVU54MY6XJ6PD6X2G,GMC,190000,Cash
S5J85JC24XHDZ28NE,Volkswagen,470000,Lease
DRFYRB5K8G87T19PB,BMW,380000,Cash
U2E8G0Z808P4NAJ8W,Ford,10000,Financing
EVTWU6XG8YWC1VHEN,GMC,300000,Cash
VARAZ9DM8FLBZ09XT,Porsche,90000,Cash
01X8WDW81S6MJKE0C,Hyundai,330000,Cash
B3KJN1128KUMDN533,Toyota,490000,Lease
ZCWX7X0F1PP1SNMAD,Nissan,60000,Financing
1NUDJACM27U3SXEG5,Mercedes-Benz,240000,Cash
EDW7TZ63432SEJS0G,Kia,380000,Cash
BAA5ARL81X07SR6SY,MAZDA,150000,Cash
FJJJPJTB0YCVBRZXT,Volkswagen,100000,Cash
V07K90T73W3XN4M3K,Mercedes-Benz,490000,Financing
F0H9E3ZV62Y1STPUU,Chevrolet,310000,Financing
RFLG6F7PXUSKL1M04,Dodge,400000,Cash
Z3YGM4JD4T9M3NCPL,Jeep,200000,Cash
JWUV8U067CR5TG19K,GMC,20000,Cash
1XJVYAZF8XY4X536C,Chevrolet,90000,Financing
LKSFBN2NX6KYKC51Z,Volvo,430000,Financing
VT86LYMY1BYDB0T9C,Acura,470000,Cash
3SMWSBC23R6HN90J2,Nissan,170000,Cash
41NAEZ890PLE9KBD9,Nissan,80000,Cash
R1KP0FJC3D6EL35B6,Scion,280000,Lease
NFAWSW9J27EDTDA44,Nissan,130000,Financing
B9UFFMMT99SZ7CT2Z,Ford,420000,Cash
A6D2MDPA22KD4L57E,Ford,380000,Cash
1M471W4T4ZL5ZCFXJ,GMC,360000,Cash
HDG9L7G70E90LPTNJ,Ford,90000,Financing
DJ8S2MSS5P2FC9V0W,GMC,190000,Cash
H3GXHSR784WNBR5TE,Ford,380000,Cash
KZMNW5PJ4ZAXCT31F,BMW,300000,Cash
CCNXKWCM6BDBTN9AD,Dodge,440000,Cash
KCR8SJRW5D9DB16P8,Nissan,200000,Financing
7SU0PS210FHU0HXJS,Mercedes-Benz,140000,Cash
MN22BYSM4U5CCSDY2,Oldsmobile,70000,Cash
RS54CJHV3PP6K7GXA,Porsche,370000,Financing
RW3C0XVZ2FYNS2YUN,Jeep,440000,Cash
6YAZUJS4XDG8B1TFS,Ford,140000,Cash
KK285LTTXZT1LU4UB,Toyota,450000,Financing
7NWABH9N4Z9DNJY18,Isuzu,480000,Financing
BF6ZJT474GDDLBF3D,Suzuki,50000,Cash
UNFZKYSZ8EJ4PSH7E,Mercury,470000,Cash
G96SRTDU14LV8RJ2Z,Land Rover,360000,Cash
7LEXZ8546WA2KGTUX,smart,430000,Cash
3NZE2LBE6TXM5MNG1,Toyota,90000,Financing
GDTYRWE1532YEKL37,Chevrolet,200000,Cash
ULDXY87V5X6TM0XDT,Subaru,140000,Cash
W2MDRUME0YSHX3AZR,Audi,440000,Financing
WEM4B7MY4UK0HXTJC,Dodge,330000,Cash
XE4FY1G6XKGHU32TV,Subaru,290000,Cash
8J4B4J0Z9KGX8YZHU,Ford,430000,Cash
T985NDCH3Z2X0H9E8,INFINITI,470000,Financing
RH2C0BWR741PKRK16,Chevrolet,220000,Cash
TU1XGWBT0GPTNZPZU,Mercedes-Benz,140000,Cash
VG9P0CK236PT0PED6,Ford,250000,Cash
9738GSKE5DUS8T1GM,Toyota,140000,Cash
EA81CSCLXA2XSE7WZ,Toyota,130000,Cash
TKRJ9HWW77GFXLKMA,Toyota,120000,Lease
6NS7LW1G2K1TXLLU8,Pontiac,420000,Financing
6GKUH98V2A1R3CSVU,Mercedes-Benz,50000,Financing
7SE6FJRM04NLJ7X64,Isuzu,430000,Cash
RD6543R519RTUFGAH,Geo,390000,Cash
A825NB407B7C6GMUU,Ford,30000,Cash
X74WJMRB5H4PDN6ZW,MINI,60000,Financing
BJX714L47T7RE60CK,Maserati,390000,Cash
HK2AVAJ36ND1GTJLV,Volvo,350000,Lease
STL541786PALBX9L7,Toyota,90000,Cash
WNJUAZT99GBGF27DV,Mercedes-Benz,250000,Lease
YE162SWM879PCY6XS,Chevrolet,310000,Cash
1UN4Z9DY6SG7WFBG1,BMW,50000,Financing
5F2GK3KG4YKCPSGZ4,Nissan,470000,Cash
VHLMBNLT1GU3P0ZR8,Chevrolet,30000,Financing
TJEAK4KJ8UM28MP1J,Chrysler,340000,Financing
D36RRAPX5RJABT3K7,Nissan,310000,Financing
PZDLNSR63777X520K,Dodge,260000,Lease
T5ZMDSFY638XEV0FD,Mercedes-Benz,490000,Cash
5MPGW6TW4FPMGBFJR,Toyota,200000,Cash
Y59LA19042V4XAEVC,Subaru,470000,Financing
Z852WVXV94MK7V72T,BMW,140000,Cash
9FE5FH1S1LAGM25FJ,Audi,80000,Financing
HKSP1WLC230XUJ1J2,Chevrolet,180000,Financing
7XNF2THB38MNPGSGJ,Ford,110000,Cash
7AC4V1AJ267NH1L8L,Dodge,10000,Cash
FLJKZ5VX70P642L8D,Dodge,230000,Cash
KPJM4SAE08M9XFR45,Kia,270000,Financing
2WXE6BD074F8YPV97,Mitsubishi,390000,Financing
KYMGV4ZR19ZUFBL49,Scion,220000,Financing
6Z29AYGB8GAXPDELZ,Mercedes-Benz,80000,Cash
B3S2TPLN2YYK10SJT,Audi,430000,Cash
22MJCDU904V7ZH8W6,Toyota,220000,Cash
P205B6ZM3FKGRZMYL,Ford,310000,Financing
4RA1KRTG5CPVMP0HH,Toyota,100000,Financing
HAB07Z797WC1KGW2V,Lexus,370000,Cash
0M9L1BZY04WH21T4N,Chrysler,360000,Cash
P30C26SN549F3CXSW,Land Rover,60000,Financing
AAS90HEL3GD2HPBKJ,Kia,260000,Financing
NZSGN1AD8J947YTYC,Mercury,290000,Cash
MDKRA2UY93UT6GLCZ,Eagle,70000,Cash
MG6GRD5R2G19UR8JX,Volvo,460000,Financing
ULRMFLW020C706NUX,Ford,330000,Financing
MJLPWVRP67RLCA8DK,Chevrolet,450000,Cash
JP97JLJ94ALKD15HR,Scion,410000,Cash
0RH4DRU87YDLE0553,Nissan,450000,Cash
FG7KRZB73S47R75FM,Chevrolet,280000,Financing
FCL4M1DC66C87M6HY,BMW,100000,Cash
NSXP1PH79ZARK4WHU,Dodge,90000,Lease
UGTPJK1K7WZ6UML77,INFINITI,290000,Cash
8HH4PTEE6J6DJSK5B,Mercedes-Benz,100000,Cash
ZEDUHLD73K1LUYH2A,Kia,420000,Cash
2VT4U02C1SG7TLDZK,Chevrolet,360000,Financing
U8JGTCRD292S8A3G2,Hyundai,430000,Cash
125HTW7X8K4CSEYGB,Mercedes-Benz,340000,Cash
EU9B51F346M74A7KH,Buick,350000,Cash
9L4ZSM7Z2KV3MH99H,Nissan,420000,Cash
W65YKX8822AP1UCFB,Dodge,140000,Cash
FBJNHD8T19D6Y0WSX,Mitsubishi,190000,Cash
SKCLN3LP3FP1LLKVP,Mercedes-Benz,430000,Cash
KU7P88FP0VHN0YEEC,Subaru,110000,Cash
D8GDL8P11SACZHNDG,Chevrolet,220000,Cash
KBVZ31UK4GLSCJ4W3,Bentley,390000,Cash
LBTD3MML7H4L8SCG8,Honda,190000,Cash
MCM0763U9MJ10W9C0,Jeep,40000,Financing
K7JHLJZ007RJTSGG0,Mercury,290000,Financing
ZWNWRVWP8RVB48K4E,INFINITI,340000,Cash
XLESB0Z57THPKC0Z8,Audi,340000,Cash
EPPEJ7GZ2R5D3T696,Mercedes-Benz,150000,Cash
J5K5564E45W901HXE,Hyundai,280000,Financing
MLU0GY49XTR5L97MU,Audi,480000,Cash
DH1G26S25D0GP8VT2,Volkswagen,390000,Financing
WM70FYNR98WGZ3XP3,Audi,370000,Financing
PY01TPL1XV60NDSP1,BMW,250000,Financing
U5Y6W90Z6TURVDN8N,Ford,290000,Lease
3KNVBNVT41YJFKUXS,Dodge,60000,Cash
AJ4SKJ1E6DNGDARYV,Mercedes-Benz,390000,Financing
62ASMJ3357AA7CVUA,Isuzu,420000,Lease
L1N7VC5S9ELLM1KUW,Nissan,410000,Financing
YC993SZN662GCUCV7,Porsche,420000,Cash
U4YPW7R56KPWSKD24,Kia,270000,Cash
MYEJVMAF1P0DFVZBD,Dodge,240000,Cash
SM7M1BA073GRCGNKY,Mitsubishi,90000,Lease
ST90ZD8F3X60PYU9G,Suzuki,480000,Cash
DJ2KE98B6FB16PKD1,Chrysler,250000,Cash
ZS90EG2824GV7DPTL,MINI,90000,Cash
F6LKEC1V5H81Z3EGS,Audi,290000,Cash
1HA08MBAXSH356MT1,Mercedes-Benz,180000,Cash
X1VY07U34JY0B52RM,Chevrolet,250000,Cash
YK90RV5W7CZ5D3TZB,Toyota,420000,Cash
7BM2W8486NUXECJXE,Chrysler,310000,Lease
DZGC5S4636CXP7Y0Y,MAZDA,90000,Financing
FDVJFP0G0PYTW0J8J,Saturn,440000,Cash
TSSYVAU58YDHDJG4B,Ford,200000,Cash
76B0EHG00XY9PGVJ2,Subaru,400000,Cash
73L8RAZK0398N6HTY,Suzuki,190000,Cash
E27PYN8492KUE4FM6,Jeep,150000,Lease
XCYJRFAV1MM3J040L,GMC,290000,Cash
4VDS550S3BMUHB8AT,Chevrolet,20000,Cash
A3FJM14W4K2NDT5N6,Chevrolet,260000,Cash
JARYH7GZ3BHL6CUN7,Honda,150000,Cash
HVJMM7U581X4S71NX,Toyota,450000,Financing
31TJ3SAK86VN9EFX1,Toyota,10000,Cash
SCS1MGV6XTP1MXRA1,Volvo,140000,Cash
9PEL908W66US0MYU2,Mercury,460000,Cash
70WNJSCP3JZ7DJJFB,Nissan,230000,Cash
MCBNFXJG1X8M4SLM5,Suzuki,490000,Cash
JY0ZD58T4G4CN24UM,Dodge,70000,Cash
ZVB5L3BM4EJHC74WT,Mitsubishi,40000,Cash
FX38P98J9PDN8RDW0,GMC,330000,Financing
