event_code,outcome,year,month,day,hour,neighbourhood
5536,found,2001,11,29,10,John Via
5537,found,2016,11,28,01,Robert Mission
5538,not found,1996,11,15,15,Sharon Causeway
5539,not found,2000,06,06,09,Robert Circle
5540,found,2006,10,20,12,Darrell Orchard
5541,not found,1998,01,06,11,Christian Club
5542,not found,2005,07,26,08,Derek Highway
5543,found,1997,10,11,19,Ross Crossroad
5544,not found,2005,05,24,19,Lisa Forest
5545,pending,2023,03,21,11,Ford Pines
5546,not found,2019,07,20,14,Phillips Point
5547,pending,2006,09,27,03,Beverly Forges
5548,pending,2010,10,04,05,Adams Walk
5549,pending,2011,07,24,13,Snyder Burgs
5550,found,2019,11,21,17,Owens Mill
5551,found,2003,07,28,02,Kyle Cape
5552,not found,2020,05,24,18,Hunt Prairie
5553,found,2002,09,18,05,Green Extension
5554,not found,2004,07,19,12,Torres Shores
5555,not found,2002,07,23,04,Melissa Wall
5556,not found,2021,01,30,20,Melissa Parks
5557,found,2010,12,25,14,Thompson Common
5558,not found,2002,06,27,00,King Meadows
5559,found,1996,09,23,21,Calhoun Trail
5560,pending,2000,12,13,20,Angela Summit
5561,found,2024,01,30,15,Potter Turnpike
5562,not found,2011,02,23,20,Norris Islands
5563,not found,2009,02,07,00,Christopher Pike
5564,found,2013,07,04,16,Jones Springs
5565,not found,2002,05,14,07,Kimberly Flat
5566,found,2008,11,27,14,Jessica Hollow
5567,found,2003,09,03,16,Ware Common
5568,not found,2023,02,22,08,Luis Drive
5569,not found,2023,12,28,07,John Drives
5570,found,2004,07,17,22,Romero Fall
5571,not found,2016,10,01,22,Evans Haven
5572,found,2007,07,10,14,Cathy Mill
5573,found,2003,03,11,18,Scott Forge
5574,pending,2005,12,10,17,Sharp Points
5575,found,2006,08,18,14,Robles Villages
5576,pending,2013,12,28,04,Reid Turnpike
5577,pending,2015,12,17,16,Whitehead Ramp
5578,found,2021,08,02,15,Michelle Grove
5579,not found,2001,03,30,20,Hurley Circle
5580,found,2013,10,23,10,John Cliffs
5581,found,1998,04,06,16,Flynn Mountains
5582,found,2009,08,23,14,Randy Mill
5583,found,2021,05,02,21,Morgan Trail
5584,not found,2007,05,13,18,Andrews Forks
5585,not found,2019,04,06,04,Turner Prairie
5586,found,2009,01,15,15,Shelly Prairie
5587,pending,2003,10,30,21,Jerry Lake
5588,not found,2022,09,30,04,Brock Burg
5589,pending,2009,05,09,06,Thomas Radial
5590,pending,2016,08,10,18,Costa Lodge
5591,found,2018,07,05,18,Stephanie Roads
5592,not found,2005,12,13,17,Robert Mill
5593,found,2004,05,07,02,Lee Row
5594,found,2015,12,09,21,Katherine Rue
5595,found,2011,12,11,18,Randy Route
5596,pending,2013,04,23,08,Rodriguez Harbors
5597,found,1995,05,24,18,Bailey Villages
5598,found,2019,08,02,23,Brown Burgs
5599,found,2014,01,14,17,Hinton Court
5600,not found,2014,05,30,10,Price Pike
5601,found,1999,04,30,20,Sheri Valley
5602,pending,2006,09,29,11,Jose Crescent
5603,not found,2003,07,14,16,Edward Well
5604,pending,1999,10,21,10,Ashley Haven
5605,found,2006,02,04,16,Simmons Mills
5606,pending,2003,09,13,04,Denise Rest
5607,found,2003,07,26,14,Pratt Inlet
5608,found,1996,05,23,19,Ethan Landing
5609,not found,2017,10,21,19,Lee Lake
5610,not found,2003,09,29,21,Wendy Falls
5611,found,2005,10,01,23,Danielle Mountains
5612,not found,2008,04,19,04,Torres Trail
5613,found,2000,06,26,17,Schultz Plain
5614,pending,2021,03,06,04,Teresa Rapids
5615,not found,1999,12,11,05,Kelli Station
5616,found,2008,05,11,11,Johnson Mountain
5617,not found,1996,05,09,08,Gina Rapids
5618,found,2017,06,21,12,Anna Passage
5619,found,2003,08,29,04,Corey Turnpike
5620,not found,2006,11,07,17,Velasquez Throughway
5621,pending,2000,04,24,14,Reid Causeway
5622,found,2000,12,07,18,Brennan Coves
5623,pending,2022,01,25,11,Patricia Fields
5624,pending,2008,01,05,02,Burton Streets
5625,not found,2007,10,31,11,Perez Run
5626,found,1996,04,23,19,Taylor Mall
5627,found,2002,09,07,19,Karen Trail
5628,not found,1995,01,15,01,Rodgers Loop
5629,not found,2019,03,19,17,Allison Course
5630,not found,1997,05,08,00,Cook Hills
5631,not found,2017,07,31,19,Ellis Isle
5632,found,2006,09,26,18,Kelly Lights
5633,not found,2024,06,18,19,James Corners
5634,found,2014,06,26,13,Livingston Centers
5635,found,2003,08,23,01,Amber Mews
5636,found,2014,04,14,12,Ponce Streets
5637,not found,2004,01,16,07,Luke Knolls
5638,found,2009,07,15,06,Daniel Plaza
5639,pending,1999,06,28,10,David Keys
5640,pending,2016,12,09,18,Patterson Forks
5641,found,1995,01,05,02,Debbie Rapid
5642,pending,2017,05,26,13,Green Shore
5643,pending,2014,01,28,01,Austin Light
5644,found,2006,07,23,06,Hernandez Mill
5645,not found,2004,06,24,21,Carolyn Plain
5646,found,2007,03,20,22,Schroeder Villages
5647,pending,2014,02,03,16,Williams Turnpike
5648,pending,2016,03,16,06,Carla Keys
5649,pending,2007,06,30,11,Marissa Run
5650,found,2002,12,09,00,Caleb Prairie
5651,not found,2006,01,27,07,Rice Roads
5652,found,2024,04,12,23,Kevin Heights
5653,found,2009,12,14,12,Johnson Shores
5654,pending,2010,11,27,03,Simpson Views
5655,found,2015,09,07,02,Colleen Plains
5656,found,2022,02,07,15,Jacqueline Parks
5657,not found,2002,09,28,08,David Isle
5658,pending,2013,03,29,13,Rivera Corners
5659,found,2004,04,02,21,Andrews Islands
5660,not found,1999,10,04,16,Mann Way
5661,not found,2003,05,19,09,Martin Throughway
5662,found,2019,12,03,02,Powell Garden
5663,found,1998,05,07,08,Oneill Springs
5664,not found,2008,08,21,08,Miller Roads
5665,found,2015,07,14,01,Erik Mills
5666,found,2024,03,24,17,Smith Lodge
5667,found,1995,04,20,01,Sanchez Pine
5668,pending,1998,10,19,21,Amanda Lakes
5669,found,1997,09,06,19,Bruce Via
5670,found,2020,11,06,00,Robert Glens
5671,pending,1995,03,05,04,Young Port
5672,not found,2011,12,19,12,Debra Haven
5673,found,2023,11,21,21,Lisa Well
5674,found,2003,08,11,03,William Burg
5675,found,2000,03,16,04,Christian Mews
5676,found,2003,12,30,02,Ethan Mount
5677,not found,2015,04,26,23,Erin Points
5678,found,2023,11,08,16,Clark Rest
5679,found,2006,07,17,19,Terry Junctions
5680,not found,1995,01,06,22,Cuevas Parkway
5681,found,2010,01,09,21,Smith Shoals
5682,found,2005,10,08,03,Holt Harbor
5683,pending,2002,12,21,02,Vincent Springs
5684,found,2014,05,05,07,Guy Islands
5685,found,2007,04,17,16,Michael Light
5686,pending,2010,05,27,21,Terry Locks
5687,not found,1996,09,30,16,Kevin Manors
5688,pending,2002,07,11,21,Olivia Ports
5689,found,1999,06,12,05,Gray Extension
5690,not found,2014,10,25,00,Cynthia Freeway
5691,found,1998,09,23,21,Mark Extensions
5692,pending,1997,08,09,07,Garcia Union
5693,not found,2012,04,21,04,Elizabeth Creek
5694,found,2020,08,25,03,Smith Mills
5695,not found,2017,04,22,04,Shane Ways
5696,found,2006,03,20,11,John Forges
5697,not found,2005,08,05,13,Michelle Cliff
5698,found,2005,10,06,10,Oconnor Lights
5699,found,2020,09,30,12,Hall Greens
5700,found,2009,02,13,22,Jackson Ridge
5701,not found,2014,09,06,11,Hailey Manors
5702,found,2000,09,14,14,Christopher Mountain
5703,not found,2007,11,26,05,Flores Inlet
5704,not found,2020,09,06,17,George Light
5705,pending,1999,05,29,01,Stephanie Mountains
5706,not found,2024,02,13,11,Ward Ports
5707,pending,2010,08,19,14,Bates Mountain
5708,pending,2014,03,08,09,Dale Bridge
5709,found,1997,12,09,23,Adriana Harbors
5710,found,2011,01,29,12,Steven Throughway
5711,pending,2005,08,04,00,Myers Tunnel
5712,found,2007,04,12,01,Elizabeth Pass
5713,pending,2015,08,26,23,Flores Passage
5714,found,2018,12,24,03,Wilkerson Springs
5715,pending,2019,09,04,23,Taylor Divide
5716,found,2019,02,05,15,Francisco Squares
5717,not found,1995,01,24,19,Wright Street
5718,pending,2005,02,16,15,Christopher Path
5719,found,1996,11,24,10,Brandon Plaza
5720,pending,2020,05,04,12,Walton Mountain
5721,not found,2008,07,17,05,Victoria Radial
5722,found,2018,07,10,10,Gary Pike
5723,not found,2000,11,22,09,Eric Mews
5724,pending,2007,04,28,00,Ortiz Point
5725,found,2003,06,25,15,Danielle Divide
5726,found,2002,04,20,00,Susan Island
5727,found,2011,12,15,22,Lewis Row
5728,found,2001,09,12,18,Campbell Courts
5729,pending,1997,09,30,12,Hawkins Wall
5730,found,2012,05,13,19,Daniel Ranch
5731,found,2009,01,19,18,Ward Squares
5732,pending,2008,09,13,05,Alexandra Points
5733,pending,2002,05,19,21,Wang Island
5734,found,2016,04,30,10,Mack Expressway
5735,not found,2021,08,15,19,Shaun Orchard
5736,pending,2017,11,26,16,Margaret Stravenue
5737,not found,2009,07,06,21,Vasquez Courts
5738,not found,2007,06,29,12,Ashley Isle
5739,found,2019,09,04,05,Brandon Forges
5740,not found,2009,05,12,18,Karl Parks
5741,not found,1999,11,01,20,Blair Forges
5742,not found,2002,04,08,15,Christina Burgs
5743,found,1997,03,03,22,Marshall Avenue
5744,found,2006,07,28,13,Gomez Square
5745,pending,1996,09,14,15,Mckenzie Place
5746,not found,2017,09,06,22,Day Bridge
5747,not found,2013,03,21,22,Scott Throughway
5748,pending,2021,01,27,19,Robinson Forks
5749,not found,2002,05,10,10,Christopher Port
5750,found,2002,06,09,18,Tanya Spur
5751,not found,2003,08,25,22,Mary Loaf
5752,found,2021,12,28,22,Mary Trail
5753,found,1996,02,08,19,Kimberly Center
5754,found,2023,01,28,07,Christopher Underpass
5755,not found,2012,11,12,09,Micheal Cove
5756,pending,2006,01,26,17,Becky Field
5757,found,2004,11,28,12,Samuel Manor
5758,found,2007,05,03,12,Lopez Bypass
5759,found,2008,11,04,09,Solis Harbors
5760,found,2002,01,07,15,Ruiz Crescent
5761,not found,2004,09,30,23,Ward Island
5762,found,2017,04,26,21,William Trafficway
5763,pending,2005,11,14,06,Terry Landing
5764,not found,1998,07,23,16,Davila Forges
5765,not found,2022,04,19,20,Marvin Trail
5766,found,1998,05,12,16,Matthew Groves
5767,found,2023,01,11,09,Lacey Trace
5768,pending,2006,12,30,13,Barker Creek
5769,pending,2023,08,31,14,David Lodge
5770,found,1998,08,16,16,Edward Inlet
5771,found,1997,10,31,02,Brian Orchard
5772,not found,2020,09,24,15,Michelle Flats
5773,not found,2008,07,09,06,Phillip Lake
5774,found,2015,08,19,01,Mccall Square
5775,not found,1999,06,07,12,Davila Expressway
5776,pending,2013,03,04,00,Meredith Hollow
5777,pending,1999,12,06,17,John Shoal
5778,found,2001,08,08,04,Bright Vista
5779,not found,2017,06,23,09,Dunn Mission
5780,pending,2007,09,03,21,Reyes Stravenue
5781,found,1996,03,24,04,Jacob Club
5782,pending,2010,02,07,07,Christopher Parkway
5783,found,2022,02,03,09,Herrera Common
5784,not found,2012,07,12,16,Anderson Place
5785,found,2024,02,11,01,Acosta Field
5786,found,2019,07,20,13,Roberto Pike
5787,found,2011,02,25,06,Trujillo Prairie
5788,pending,2017,03,16,00,Hansen Route
5789,not found,2021,07,14,23,Rhodes Plain
5790,found,2007,04,01,12,Rodriguez Ports
5791,found,2019,08,11,03,James Mall
5792,found,2018,10,19,09,Hughes Mountains
5793,found,2011,01,19,08,Larry Port
5794,found,2011,10,28,09,Rebecca Drives
5795,found,2020,10,03,22,Brianna Park
5796,found,1998,09,04,04,Michael Corners
5797,pending,2011,06,12,15,Stafford Circle
5798,found,2021,07,24,05,Virginia Hill
5799,not found,2023,05,21,04,Collins Drive
5800,found,2024,02,08,01,Crystal Lodge
5801,found,2012,06,01,09,Ellis Lodge
5802,not found,2004,04,01,04,Henderson Cliff
5803,pending,2020,01,28,05,Blackburn Isle
5804,found,2020,10,07,13,Hernandez Locks
5805,pending,1998,12,26,04,Martinez Plain
5806,not found,2005,02,08,14,Mathews Park
5807,pending,2005,10,05,13,Torres Mill
5808,found,2004,03,13,19,Shannon Overpass
5809,pending,2022,11,28,12,Marshall Lane
5810,not found,2011,01,10,03,Valerie Mountains
5811,found,2001,06,10,19,Christopher Burg
5812,pending,2003,07,12,18,Emily Islands
5813,found,2014,10,22,13,Diaz Drive
5814,not found,2011,06,05,01,Graves Cove
5815,found,2015,03,22,10,Cindy Parkway
5816,found,2009,01,31,04,Joseph Lodge
5817,pending,2012,04,24,07,Kemp Islands
5818,found,2021,05,04,23,Michael Haven
5819,found,2023,06,29,20,Geoffrey Park
5820,pending,1997,04,30,01,Romero Cove
5821,found,1995,05,14,15,Martin Gardens
5822,pending,2016,01,21,09,Love Ports
5823,not found,2021,10,31,08,Cox Tunnel
5824,found,1995,10,18,13,Amy Locks
5825,pending,1995,03,15,08,Ashley Way
5826,not found,2015,05,09,00,Linda Groves
5827,not found,1999,04,29,10,Jeffrey Lakes
5828,not found,1999,11,16,01,Williams Gardens
5829,pending,2007,05,22,06,Rodney Road
5830,not found,1997,12,16,02,Katherine Mountains
5831,found,2021,04,02,19,Garcia Bridge
5832,pending,2018,04,20,08,Robert Drive
5833,found,2013,01,21,15,Samantha Harbor
5834,found,2013,08,28,02,Lopez Courts
5835,found,2000,02,15,02,Schultz Pine
5836,pending,1998,11,27,11,David Point
5837,found,1995,04,02,08,Matthew Ports
5838,pending,1999,05,30,14,Kelly Ford
5839,found,1999,12,08,14,Michelle Plaza
5840,not found,2004,10,22,03,Mary River
5841,found,1997,08,29,22,Kyle Rue
5842,pending,2015,10,16,17,Nathaniel Grove
5843,not found,2004,08,21,09,Alex Knolls
5844,not found,2017,05,18,12,Mclean Stream
5845,found,2015,06,09,10,Cindy Knolls
5846,pending,2001,11,24,06,Cohen Port
5847,found,2020,05,06,12,Cindy Trail
5848,found,2018,07,27,02,Webb Ports
5849,found,1996,08,01,16,Bryant Pines
5850,not found,1995,03,02,11,Joseph Plains
5851,found,2004,02,11,10,Andrea Well
5852,found,1997,02,14,04,Ross Unions
5853,found,2019,09,03,20,Rice Fall
5854,found,1995,06,22,17,Maureen Pine
5855,not found,2016,08,09,19,Wu Flat
5856,not found,2012,03,10,20,April Spur
5857,not found,2005,08,12,08,Lang Port
5858,found,2018,01,23,03,Molly Lakes
5859,found,2004,06,07,04,Julia Points
5860,found,2023,01,23,04,Jesse River
5861,found,2013,04,04,20,Luis Harbor
5862,not found,2021,06,04,21,Cummings Meadow
5863,found,2019,08,23,14,Mayer Loop
5864,pending,2019,01,13,04,Rollins Well
5865,found,2015,11,03,01,Jose Course
5866,pending,2006,09,29,07,Ryan Mountains
5867,not found,1997,04,11,09,Dunn Plain
5868,found,1995,03,10,09,Deborah Inlet
5869,pending,1996,05,29,05,Hernandez Avenue
5870,found,2017,01,28,22,Butler Union
5871,not found,2002,12,26,17,Jennifer Fall
5872,found,2002,02,12,01,Matthew Parks
5873,found,2001,09,26,02,Hill Keys
5874,not found,2010,03,23,20,Teresa Rest
5875,found,2015,05,12,19,Brenda Path
5876,found,2009,07,15,14,Jesse Street
5877,not found,2011,01,16,20,Hahn Islands
5878,pending,2001,03,12,08,Ferguson Overpass
5879,not found,2014,10,12,11,Timothy Spurs
5880,not found,2020,03,29,09,Jessica Curve
5881,found,2006,12,05,11,Powell Lock
5882,found,2010,05,04,16,Miller Drive
5883,found,2013,12,08,21,Becker Brooks
5884,found,1994,10,18,04,Angelica Ridges
5885,found,2019,01,21,20,Gregory Union
5886,found,2010,01,04,09,Smith Dale
5887,found,2024,05,27,17,Harris Plain
5888,pending,1998,04,08,21,Robertson Mews
5889,found,2020,10,01,20,James Field
5890,found,2020,06,02,06,Henry Forest
5891,not found,2019,02,21,05,Sullivan Crossing
5892,found,2014,10,13,08,Evans Prairie
5893,found,2013,07,24,21,Bautista Mall
5894,found,2003,08,21,13,Gonzalez Streets
5895,not found,2006,12,09,03,Laura Fall
5896,not found,1995,09,08,11,Jason Falls
5897,not found,2018,05,27,07,Jessica Forge
5898,found,2011,06,03,21,Davis Orchard
5899,not found,2003,01,18,20,Terry Camp
5900,found,2017,11,15,14,Cameron Green
5901,pending,1997,05,10,17,Devin Mountain
5902,found,2001,04,23,05,Alexandra Parkway
5903,found,2007,07,14,21,Hunt Pine
5904,found,2007,11,23,23,Barajas Meadow
5905,found,2023,11,23,10,Tammie Mountains
5906,pending,2021,08,27,10,Miller Glen
5907,found,2021,04,28,00,Smith Lakes
5908,pending,2002,11,23,10,Francis Divide
5909,found,2014,12,24,12,Tammy Overpass
5910,found,2013,09,03,23,Patrick Green
5911,not found,2012,07,21,08,Brett Avenue
5912,pending,2010,11,29,00,Miller Inlet
5913,not found,2002,09,07,13,Mathew Overpass
5914,pending,2005,07,04,01,Sara Place
5915,found,2012,02,29,02,Lisa Street
5916,found,2008,06,02,21,Erika Summit
5917,found,2006,06,06,13,Holly Harbor
5918,found,2006,09,12,10,Steven Center
5919,not found,1999,03,23,17,Heidi Lakes
5920,not found,2013,06,22,15,Patrick Forest
5921,found,1998,02,24,09,Amanda View
5922,found,2010,12,10,11,Jimenez Fields
5923,not found,1998,01,02,22,Lutz Mountain
5924,found,2011,02,27,22,Kevin Orchard
5925,found,1999,11,26,18,Joy Parks
5926,not found,2008,12,11,06,Hernandez Hill
5927,pending,2006,07,23,17,Tiffany Motorway
5928,found,2019,04,27,10,Rebecca Crossing
5929,found,2000,06,21,02,Rios Plains
5930,found,2000,01,31,03,Rhodes Harbors
5931,pending,2021,01,13,22,Harris Plains
5932,found,2024,05,13,22,Shawn Plain
5933,not found,2009,08,11,06,Jackie Islands
5934,not found,1995,05,03,18,Barrera Plaza
5935,not found,2006,06,22,20,Salinas Bypass
5936,found,2007,11,26,19,Jones Ridges
5937,found,2012,09,10,14,Karen Throughway
5938,found,2021,11,16,16,Weber Meadow
5939,pending,2020,08,16,14,Russell Dam
5940,found,1998,12,03,11,Kim Inlet
5941,not found,1996,06,09,06,Sergio Manor
5942,pending,2010,09,27,18,Amanda Loaf
5943,found,1994,09,02,01,Castro Viaduct
5944,found,2012,06,14,23,Mueller Stream
5945,found,2013,06,07,13,Harrington Turnpike
5946,found,2013,04,30,10,White Viaduct
5947,found,2020,03,23,01,Melissa Coves
5948,found,2008,03,15,05,Brooke Gardens
5949,pending,1996,04,18,17,Jacob Throughway
5950,not found,2001,11,12,04,Rubio Parkway
5951,found,2000,07,29,05,Samantha Port
5952,pending,2009,09,02,20,Harmon Grove
5953,pending,2007,09,15,14,Keith Crossing
5954,found,2003,02,18,13,Rodgers Extension
5955,found,2007,02,02,17,Mason Rest
5956,not found,2011,09,16,07,Maxwell Streets
5957,pending,2005,04,21,13,Jennifer Street
5958,pending,2020,10,07,17,Daniel Mews
5959,not found,2012,11,09,08,Salazar Brooks
5960,found,1996,03,28,23,Fisher Brooks
5961,not found,2012,01,26,01,Robert Summit
5962,found,2003,05,21,19,Johnson Lane
5963,pending,2015,09,13,23,Juan Harbors
5964,not found,2004,10,31,11,Matthew Tunnel
5965,not found,2010,02,07,16,Jenna Lights
5966,pending,2014,01,02,02,Lam Rue
5967,found,2014,10,26,02,Lauren Circles
5968,not found,2005,04,07,00,Bailey Island
5969,found,2020,01,12,05,Chang Track
5970,found,1997,11,10,22,Thomas Mount
5971,found,2003,05,13,03,Shawn Dam
5972,not found,2004,03,29,14,Brooks Dam
5973,not found,2011,04,15,23,Courtney Spurs
5974,found,1994,09,20,06,Hooper Station
5975,pending,1999,06,14,06,Bartlett Spring
5976,found,2014,09,03,13,Susan Fords
5977,pending,2012,12,11,13,Jesse Ferry
5978,found,2002,07,09,14,Lucero Point
5979,pending,1997,08,02,18,Buckley Forest
5980,not found,2023,05,04,07,Jonathan Plaza
5981,found,2010,11,26,20,Shaun Center
5982,found,2023,03,24,10,Jordan Mountains
5983,not found,2000,02,17,07,Matthew Villages
5984,not found,1998,05,31,15,Arellano Loaf
5985,found,2009,07,18,06,Moore Points
5986,found,1995,09,10,03,Stephanie Hill
5987,not found,2022,06,05,08,Stone Forks
5988,not found,1998,05,14,21,Rios Well
5989,found,2005,10,11,08,Dawn Port
5990,not found,2000,02,19,05,Erika Valley
5991,found,2004,05,04,13,Tapia Mountain
5992,found,1998,07,28,19,Jesse Ford
5993,found,1999,10,16,03,Chase Knolls
5994,found,2003,05,24,10,Jonathan Center
5995,not found,1997,11,15,17,Wu Mission
5996,pending,2019,11,15,03,Lewis Heights
5997,not found,2017,12,02,11,Bond Roads
5998,found,2001,02,14,19,Jacob Forge
5999,found,1995,03,14,03,Patrick Station
6000,found,2000,01,16,07,Norris Pine
6001,found,2012,03,19,23,Mason Mountains
6002,found,1996,08,12,09,Myers Meadow
6003,not found,2015,11,09,20,Lara Estate
6004,found,2023,06,16,08,Smith Extensions
6005,pending,2011,09,13,11,Keith Hills
6006,pending,1999,03,17,07,Ryan Highway
6007,not found,2021,07,26,00,Howard Stream
6008,pending,1999,03,05,14,Richard Drive
6009,found,2013,07,14,04,Howard Island
6010,not found,2006,06,12,04,Patrick Passage
6011,found,2018,06,24,11,Marsh Stream
6012,not found,2019,06,05,07,Erica Extension
6013,pending,2021,07,11,19,Juan Station
6014,not found,2007,01,19,15,Jonathan Neck
6015,found,2000,12,06,11,Suzanne Wells
6016,not found,1994,11,28,21,Julie Mews
6017,pending,2006,04,05,05,Christina Place
6018,not found,2005,12,22,19,Jackson Circles
6019,found,2006,04,30,09,Parsons Court
6020,found,1995,01,15,12,Andrew Crossroad
6021,found,2014,01,15,16,Davis Radial
6022,found,2020,04,21,04,Henson Place
6023,pending,2015,07,09,00,Chung Rapids
6024,not found,1996,06,01,13,Brian Shoal
6025,found,2023,01,11,05,Ortega Lakes
6026,found,2023,05,18,01,Woods Neck
6027,found,2012,03,22,03,Meredith Rapids
6028,not found,2002,07,03,20,Briggs Summit
6029,found,2009,09,11,00,Regina Island
6030,not found,2021,06,16,13,Joshua Vista
6031,found,2016,06,15,05,John Roads
6032,found,2002,06,14,21,Deleon Avenue
6033,not found,2016,05,20,23,Kemp Mountains
6034,not found,2017,02,14,19,Lucas Ferry
6035,not found,2024,02,29,14,Wood Islands
6036,pending,1999,02,28,03,David Ville
6037,found,2001,05,06,02,Little Knolls
6038,found,2004,02,12,17,Rojas Squares
6039,not found,2003,11,07,17,Weaver Key
6040,pending,2017,03,01,18,John Highway
6041,found,2012,07,31,16,Newman Mill
6042,found,2023,12,28,13,Hensley Wall
6043,found,2008,07,11,01,Troy Ville
6044,found,1998,02,28,03,Blanchard Landing
6045,found,1997,06,11,23,Dylan Cape
6046,not found,2009,09,17,03,Jones Estates
6047,found,2019,08,30,04,Renee Fords
6048,found,2017,10,06,12,Patrick Junctions
6049,found,2006,03,08,13,Kristin Shoals
6050,found,2005,08,15,09,Cooke Junction
6051,not found,2001,01,26,15,Johnson Place
6052,not found,2015,08,18,14,Maria Forge
6053,not found,1998,02,21,07,Jesus Rapid
6054,not found,2024,06,21,03,Michael Port
6055,found,2018,09,25,00,Kelly Well
6056,found,2007,08,19,16,Carlos Orchard
6057,found,2005,06,24,19,Jennifer Port
6058,found,2000,04,08,13,Johnson Turnpike
6059,found,1998,05,30,04,Mercedes Freeway
6060,not found,2010,12,10,12,Ashley Junctions
6061,not found,1998,03,09,19,Nichole Harbor
6062,pending,1998,10,01,04,John Curve
6063,found,2006,11,21,14,Cervantes Shoal
6064,found,2014,02,13,19,Wright Camp
6065,found,2014,08,25,12,Martin Spring
6066,pending,1998,06,17,07,Linda Port
6067,found,2023,07,26,16,Anthony Glen
6068,not found,2020,06,16,15,Lori Hollow
6069,not found,1997,05,29,17,Michael Wall
6070,not found,1996,01,02,10,Megan Spring
6071,found,2008,04,28,21,Scott Overpass
6072,not found,1996,10,15,21,Wallace Square
6073,not found,2022,09,09,07,Fitzgerald Crescent
6074,not found,2005,01,20,04,Joyce Valleys
6075,found,1995,11,25,03,Nielsen Street
6076,pending,1999,06,06,11,Ruiz Glen
6077,pending,2017,10,12,15,Veronica Stravenue
6078,pending,2017,09,15,05,Owens Landing
6079,pending,2002,04,11,19,Lamb Loop
6080,not found,2003,09,04,16,Gerald Plaza
6081,not found,2001,09,10,04,Gina Corner
6082,not found,2003,12,29,20,Scott Throughway
6083,found,2017,12,28,20,Jenna Parks
6084,not found,1995,05,04,17,Thornton Dam
6085,pending,2009,04,29,07,Travis Mountains
6086,found,2013,03,20,10,Williams Divide
6087,not found,1997,02,25,08,Reid Well
6088,pending,2007,09,30,00,Kimberly Cove
6089,found,2022,12,20,03,Griffith Courts
6090,found,2020,11,02,03,Anthony Union
6091,found,2002,03,29,10,Lori Mount
6092,not found,2012,05,12,00,Johnny Ford
6093,found,2017,01,20,05,Kevin Station
6094,found,2002,03,05,00,Lori Crest
6095,found,2005,07,24,11,Jillian Circle
6096,found,2013,09,12,01,Amy Underpass
6097,not found,2019,03,04,00,Miller Island
6098,not found,2018,08,21,06,Haynes Stream
6099,found,2017,05,15,02,Tyler Views
6100,found,2018,12,01,06,Dawn Mountain
6101,not found,2021,07,14,23,Yolanda Village
6102,found,1994,10,04,23,Hunt Route
6103,pending,1996,12,19,10,Brooks Course
6104,found,2009,05,27,16,Scott Manors
6105,not found,2018,03,10,08,John Station
6106,pending,2019,10,01,17,Patel Fort
6107,found,1999,07,02,22,Rodriguez Center
6108,pending,2001,03,31,13,Kevin Valley
6109,not found,2017,05,15,02,Thomas Ports
6110,found,2002,09,06,20,Johnston Ways
6111,found,2012,01,20,07,Saunders Haven
6112,pending,1999,05,09,04,Daniel Hill
6113,not found,2017,08,07,22,Garrison Isle
6114,not found,2023,11,06,08,Knox Pass
6115,pending,2014,11,15,02,Roger Parkway
6116,not found,2022,08,29,08,Dixon Branch
6117,found,2018,08,31,16,Justin Village
6118,pending,2001,01,20,22,Jimmy Run
6119,not found,2007,05,26,14,Juarez Union
6120,found,2002,06,09,18,Richard Lodge
6121,not found,2001,04,29,15,Tran Loaf
6122,found,2021,01,09,13,Annette Centers
6123,found,2007,12,02,10,Brittney Alley
6124,found,2011,12,12,14,Billy Crest
6125,not found,2012,11,25,15,Black Pike
6126,not found,2020,03,31,13,Dawn Forges
6127,not found,2007,11,29,23,Hannah Rue
6128,found,2012,07,07,19,Mason Courts
6129,found,2010,04,13,11,Evans Spring
6130,not found,2011,12,16,11,Lisa Falls
6131,found,2021,11,12,10,Davenport Crossroad
6132,found,2000,07,05,01,Burton Springs
6133,not found,2024,03,11,17,Rebecca Roads
6134,found,2015,11,26,09,Davis Manors
6135,found,2012,12,23,16,Morris Bridge
6136,found,2001,09,29,11,Nancy Drive
6137,found,1994,11,02,22,Cantrell Square
6138,not found,2007,01,26,06,Beasley Mountains
6139,found,2008,09,18,02,Hannah Walks
6140,not found,1999,05,19,17,Mary Roads
6141,not found,2009,11,24,03,Singleton Ranch
6142,found,2006,11,22,04,Williams Lodge
6143,found,1999,07,16,06,Wilson Dam
6144,found,1998,04,29,02,Wong Turnpike
6145,pending,2000,05,19,19,Jon Harbors
6146,found,2014,12,06,14,Whitehead Glens
6147,not found,2015,06,14,03,Campos Centers
6148,found,2021,06,26,07,Joe Forge
6149,pending,2000,05,28,11,James Springs
6150,pending,2023,03,31,09,Barnett Prairie
6151,not found,1999,06,24,13,Cheryl Harbor
6152,not found,2002,09,04,18,David Hills
6153,pending,2007,07,10,16,Timothy Via
6154,found,2001,07,17,18,Rick Landing
6155,found,2018,01,13,20,Jacobs Cove
6156,found,2011,10,12,00,Carl Harbors
6157,not found,2011,12,26,00,Reed Park
6158,found,2016,05,15,17,Wilson Roads
6159,found,2016,03,16,04,Cheryl Trail
6160,not found,1997,12,25,19,Rice Ferry
6161,found,2022,02,25,06,Terry Neck
6162,not found,1999,07,14,19,Joseph Port
